"game","company","relation"
48439,6475,"developer"
48441,6741,"publisher"
48441,10643,"developer"
48469,8613,"publisher"
48469,8613,"developer"
48469,6951,"developer"
48478,3978,"publisher"
48478,3978,"developer"
48486,392,"publisher"
48486,284,"publisher"
48486,1218,"developer"
48486,4836,"developer"
48509,6824,"publisher"
48509,1257,"developer"
48510,2475,"publisher"
48510,2146,"publisher"
48510,2291,"developer"
48516,7262,"publisher"
48516,7262,"developer"
48518,90,"publisher"
48518,8030,"developer"
48518,90,"developer"
48522,2952,"publisher"
48522,2952,"developer"
48537,340,"publisher"
48537,340,"developer"
48538,6483,"publisher"
48538,6483,"developer"
48538,10454,"developer"
48575,425,"publisher"
48575,8660,"developer"
48581,382,"publisher"
48581,382,"developer"
48586,7725,"publisher"
48586,7725,"developer"
48593,1030,"publisher"
48593,8523,"developer"
48596,2509,"publisher"
48596,3064,"publisher"
48596,2509,"developer"
48596,3019,"developer"
48607,2509,"publisher"
48607,4917,"publisher"
48607,10700,"developer"
48608,360,"publisher"
48608,361,"developer"
48612,2988,"publisher"
48612,2988,"developer"
48612,10727,"developer"
48615,182,"publisher"
48615,182,"developer"
48618,360,"publisher"
48618,6974,"developer"
48618,6468,"developer"
48620,2509,"publisher"
48620,725,"publisher"
48620,10708,"developer"
48620,10700,"developer"
48621,9072,"publisher"
48658,4194,"publisher"
48658,4194,"developer"
48670,559,"publisher"
48670,4496,"publisher"
48670,559,"developer"
48678,6400,"publisher"
48678,6400,"developer"
48680,4405,"publisher"
48680,125,"developer"
48682,4405,"publisher"
48682,125,"developer"
48693,367,"publisher"
48693,3909,"developer"
48693,8439,"developer"
48696,8372,"publisher"
48696,8372,"developer"
48703,104,"publisher"
48703,6603,"developer"
48709,382,"publisher"
48709,4723,"developer"
48735,11453,"publisher"
48735,798,"developer"
48738,30,"publisher"
48738,10743,"developer"
48744,278,"publisher"
48744,5135,"developer"
48752,8416,"publisher"
48752,10400,"developer"
48754,78,"publisher"
48754,1488,"developer"
48754,5259,"developer"
48755,6781,"publisher"
48755,6781,"developer"
48757,360,"publisher"
48757,876,"developer"
48758,87,"publisher"
48758,87,"developer"
48804,6810,"publisher"
48804,10987,"developer"
48813,8324,"publisher"
48813,9557,"developer"
48813,8324,"developer"
48823,2159,"publisher"
48823,33,"developer"
48831,10059,"publisher"
48831,10059,"developer"
48832,104,"publisher"
48832,135,"developer"
48832,104,"developer"
48841,3355,"publisher"
48841,3355,"developer"
48851,6391,"publisher"
48851,9543,"publisher"
48851,8458,"developer"
48855,104,"publisher"
48855,9687,"developer"
48857,7603,"publisher"
48857,1704,"developer"
48857,7603,"developer"
48858,3355,"publisher"
48858,3355,"developer"
48877,7262,"publisher"
48877,7262,"developer"
48880,275,"publisher"
48882,3355,"publisher"
48882,1133,"publisher"
48882,3355,"developer"
48882,1133,"developer"
48888,6824,"publisher"
48888,6622,"developer"
48906,282,"publisher"
48906,10845,"developer"
48924,87,"publisher"
48924,10059,"developer"
48933,9072,"publisher"
48933,9072,"developer"
48964,6391,"publisher"
48981,2291,"publisher"
48981,2291,"developer"
48984,1615,"publisher"
48984,1804,"developer"
48984,1615,"developer"
49000,7138,"publisher"
49000,10849,"developer"
49000,1266,"developer"
49026,4405,"publisher"
49026,2545,"developer"
49030,580,"publisher"
49030,10836,"developer"
49051,8282,"publisher"
49051,8326,"publisher"
49051,8282,"developer"
49052,595,"publisher"
49052,4509,"developer"
49077,7619,"publisher"
49077,648,"developer"
49114,382,"publisher"
49114,272,"developer"
49118,2195,"publisher"
49118,672,"developer"
49123,725,"publisher"
49123,67,"publisher"
49123,394,"developer"
49128,6264,"publisher"
49128,1777,"developer"
49139,1,"publisher"
49139,7080,"developer"
49176,10929,"publisher"
49176,4203,"publisher"
49176,10928,"developer"
49184,6446,"publisher"
49184,6446,"developer"
49188,2178,"publisher"
49188,1331,"developer"
49189,10893,"publisher"
49189,8678,"publisher"
49189,544,"developer"
49190,544,"publisher"
49190,10893,"developer"
49200,6781,"publisher"
49200,10908,"developer"
49209,2744,"publisher"
49209,11040,"developer"
49219,9613,"publisher"
49219,6692,"publisher"
49219,9613,"developer"
49223,1777,"publisher"
49223,10549,"developer"
49229,9985,"publisher"
49229,8302,"developer"
49230,82,"publisher"
49230,245,"developer"
49230,10994,"developer"
49254,996,"publisher"
49254,10918,"developer"
49266,9388,"publisher"
49266,9388,"developer"
49271,8333,"publisher"
49271,10919,"developer"
49272,1138,"developer"
49275,6741,"publisher"
49275,9650,"publisher"
49275,10922,"developer"
49277,491,"publisher"
49277,9008,"developer"
49281,6483,"publisher"
49281,6483,"developer"
49281,6446,"developer"
49283,6398,"publisher"
49283,6398,"developer"
49289,8,"publisher"
49289,8,"developer"
49304,2647,"publisher"
49304,820,"publisher"
49304,2647,"developer"
49322,485,"publisher"
49322,104,"publisher"
49322,1254,"developer"
49326,90,"publisher"
49326,463,"developer"
49326,1245,"developer"
49374,1659,"developer"
49375,1659,"publisher"
49375,485,"developer"
49376,1659,"publisher"
49376,1659,"developer"
49379,104,"publisher"
49379,6462,"developer"
49396,4405,"publisher"
49396,7426,"developer"
49402,9985,"publisher"
49402,2988,"developer"
49406,382,"publisher"
49406,1245,"developer"
49408,382,"publisher"
49408,119,"developer"
49431,50,"publisher"
49431,50,"developer"
49435,367,"publisher"
49435,367,"developer"
49438,82,"publisher"
49438,82,"developer"
49439,6256,"publisher"
49439,6256,"developer"
49453,7468,"publisher"
49453,7464,"developer"
49454,8080,"publisher"
49454,10997,"developer"
49454,8080,"developer"
49458,104,"publisher"
49458,762,"developer"
49471,9689,"publisher"
49471,10316,"developer"
49479,2294,"publisher"
49479,2294,"developer"
49513,9777,"publisher"
49513,1628,"developer"
49523,8723,"publisher"
49523,1893,"developer"
49524,62,"publisher"
49524,211,"developer"
49537,11060,"publisher"
49537,11059,"developer"
49542,491,"publisher"
49542,491,"developer"
49547,24,"publisher"
49547,1294,"publisher"
49547,8001,"developer"
49547,1294,"developer"
49567,1474,"developer"
49570,570,"publisher"
49570,1132,"publisher"
49570,7470,"developer"
49585,284,"publisher"
49585,11039,"developer"
49585,284,"developer"
49593,884,"publisher"
49593,1353,"developer"
49595,8723,"publisher"
49595,1893,"developer"
49600,1,"publisher"
49600,422,"developer"
49601,1,"publisher"
49601,69,"developer"
49602,1,"publisher"
49602,69,"developer"
49612,8001,"publisher"
49612,24,"publisher"
49612,8001,"developer"
49614,6650,"publisher"
49614,11370,"developer"
49619,3213,"publisher"
49633,5970,"developer"
49633,6468,"developer"
49642,11054,"publisher"
49642,7370,"publisher"
49642,11054,"developer"
49659,8679,"publisher"
49659,9638,"developer"
49683,382,"publisher"
49683,146,"developer"
49702,8,"publisher"
49702,8,"developer"
49711,3355,"publisher"
49711,4378,"developer"
49717,10059,"publisher"
49725,90,"publisher"
49725,4709,"publisher"
49725,8152,"developer"
49729,9777,"publisher"
49729,2294,"developer"
49732,6377,"publisher"
49732,11087,"developer"
49732,88,"developer"
49764,8573,"publisher"
49764,8570,"developer"
49771,6315,"publisher"
49771,6315,"developer"
49777,87,"publisher"
49790,3355,"publisher"
49790,3355,"developer"
49800,90,"publisher"
49800,654,"developer"
49800,9450,"developer"
49817,360,"publisher"
49817,361,"developer"
49817,677,"developer"
49819,6391,"publisher"
49819,6391,"developer"
49821,855,"publisher"
49821,2177,"developer"
49825,145,"publisher"
49825,145,"developer"
49834,78,"publisher"
49834,519,"developer"
49834,5259,"developer"
49835,11108,"publisher"
49835,10090,"publisher"
49835,11108,"developer"
49836,11108,"publisher"
49836,10090,"publisher"
49836,11108,"developer"
49843,46,"publisher"
49843,313,"publisher"
49843,827,"developer"
49843,6338,"developer"
49844,145,"publisher"
49862,10619,"publisher"
49862,10619,"developer"
49866,1860,"publisher"
49866,893,"developer"
49869,2215,"publisher"
49869,11123,"developer"
49873,4405,"publisher"
49873,4405,"developer"
49883,8723,"publisher"
49885,1187,"publisher"
49885,883,"publisher"
49885,9409,"developer"
49886,3837,"publisher"
49886,2189,"publisher"
49909,9787,"publisher"
49909,11139,"developer"
49945,78,"publisher"
49945,4547,"developer"
49945,2066,"developer"
49953,8613,"publisher"
49953,7786,"developer"
49954,786,"publisher"
49954,1412,"developer"
49959,90,"publisher"
49959,1977,"developer"
49959,9450,"developer"
49960,6810,"publisher"
49960,11162,"developer"
49962,340,"publisher"
49962,7371,"developer"
49962,6468,"developer"
49965,1,"publisher"
49965,4009,"developer"
49967,82,"publisher"
49967,1559,"developer"
49968,82,"publisher"
49968,6747,"developer"
49968,7640,"developer"
49969,82,"publisher"
49969,187,"developer"
49972,82,"publisher"
49972,245,"developer"
49972,571,"developer"
49973,313,"publisher"
49973,2392,"developer"
49979,313,"publisher"
49979,46,"publisher"
49979,278,"developer"
49996,90,"publisher"
49996,4049,"developer"
50001,104,"publisher"
50001,11175,"developer"
50002,7961,"publisher"
50002,7961,"developer"
50047,11188,"publisher"
50047,8324,"publisher"
50047,10714,"developer"
50061,868,"publisher"
50061,6861,"developer"
50076,8752,"publisher"
50076,8752,"developer"
50078,2794,"publisher"
50078,8098,"publisher"
50078,2794,"developer"
50137,8522,"publisher"
50137,11216,"developer"
50153,617,"publisher"
50153,617,"developer"
50156,62,"publisher"
50156,7631,"developer"
50170,3280,"publisher"
50170,11213,"developer"
50175,9787,"publisher"
50211,6854,"publisher"
50211,8030,"publisher"
50211,6854,"developer"
50213,6483,"publisher"
50213,6483,"developer"
50254,284,"publisher"
50254,11360,"developer"
50261,932,"publisher"
50261,8152,"developer"
50275,1860,"publisher"
50275,16,"developer"
50278,617,"publisher"
50278,2933,"developer"
50282,19,"publisher"
50282,374,"developer"
50283,78,"publisher"
50319,6858,"publisher"
50319,11234,"developer"
50325,4547,"publisher"
50339,570,"developer"
50340,11246,"developer"
50357,617,"publisher"
50367,11256,"publisher"
50367,11255,"developer"
50374,1033,"publisher"
50380,382,"publisher"
50380,382,"developer"
50388,6650,"publisher"
50388,7121,"developer"
50389,442,"publisher"
50389,6490,"publisher"
50389,4211,"developer"
50417,7717,"developer"
50421,720,"publisher"
50421,1257,"developer"
50430,3659,"publisher"
50430,895,"publisher"
50430,2294,"developer"
50441,855,"publisher"
50441,2760,"developer"
50448,8152,"publisher"
50448,762,"developer"
50449,360,"publisher"
50449,10593,"developer"
50462,62,"publisher"
50462,62,"developer"
50465,7701,"publisher"
50465,6937,"developer"
50476,570,"publisher"
50476,570,"developer"
50510,340,"publisher"
50510,211,"developer"
50510,6753,"developer"
50512,9737,"publisher"
50512,7585,"developer"
50517,6862,"publisher"
50517,2535,"developer"
50518,895,"publisher"
50518,3256,"developer"
50519,8448,"publisher"
50519,8448,"developer"
50529,11256,"publisher"
50529,8522,"developer"
50545,1659,"developer"
50545,82,"developer"
50574,425,"publisher"
50574,11315,"developer"
50578,323,"publisher"
50578,11317,"developer"
50584,53,"developer"
50584,7138,"developer"
50586,10090,"publisher"
50586,9544,"developer"
50598,9689,"publisher"
50598,11328,"developer"
50599,9689,"publisher"
50599,11329,"developer"
50603,548,"publisher"
50603,1411,"developer"
50604,90,"publisher"
50604,753,"developer"
50616,382,"publisher"
50616,1862,"developer"
50616,8458,"developer"
50647,322,"publisher"
50647,11358,"developer"
50648,322,"publisher"
50648,1468,"publisher"
50648,11358,"developer"
50653,11358,"publisher"
50653,322,"publisher"
50653,11358,"developer"
50683,9650,"publisher"
50683,11369,"developer"
50706,62,"publisher"
50706,62,"developer"
50714,367,"publisher"
50714,367,"developer"
50751,8,"publisher"
50751,3718,"developer"
50756,9645,"publisher"
50756,370,"publisher"
50756,9645,"developer"
50756,370,"developer"
50760,1221,"publisher"
50760,1221,"developer"
50760,580,"developer"
50767,6983,"publisher"
50767,6983,"developer"
50786,9429,"publisher"
50786,11391,"developer"
50799,277,"publisher"
50799,2177,"developer"
50800,8613,"publisher"
50800,11395,"developer"
50803,5701,"publisher"
50803,1223,"developer"
50804,1294,"publisher"
50804,11396,"developer"
50806,62,"publisher"
50806,6027,"developer"
50818,7279,"developer"
50835,3911,"developer"
50840,4709,"publisher"
50840,9466,"developer"
50840,90,"developer"
50860,10090,"publisher"
50860,9544,"developer"
50861,9388,"publisher"
50861,11415,"developer"
50867,9388,"publisher"
50867,1839,"publisher"
50867,11420,"developer"
50869,11255,"publisher"
50869,11255,"developer"
50872,616,"publisher"
50873,62,"publisher"
50876,382,"publisher"
50876,8152,"developer"
50877,104,"publisher"
50877,1312,"publisher"
50877,104,"developer"
50915,7725,"developer"
50929,6377,"publisher"
50929,11447,"developer"
50938,8324,"publisher"
50938,11442,"publisher"
50938,8324,"developer"
50974,7973,"developer"
51010,1294,"publisher"
51010,11479,"developer"
51026,87,"publisher"
51030,9737,"publisher"
51030,11488,"developer"
51032,8689,"publisher"
51032,8689,"developer"
51035,8448,"publisher"
51067,580,"publisher"
51067,11507,"developer"
51076,922,"publisher"
51076,922,"developer"
51090,7462,"publisher"
51090,9636,"publisher"
51090,11513,"developer"
51099,442,"publisher"
51099,442,"developer"
51102,82,"publisher"
51102,7060,"developer"
51102,1559,"developer"
51104,62,"publisher"
51104,6027,"developer"
51112,6468,"publisher"
51112,6468,"developer"
51187,4547,"publisher"
51187,2294,"developer"
51223,932,"publisher"
51223,8573,"developer"
51226,360,"publisher"
51226,4600,"developer"
51226,876,"developer"
51244,575,"publisher"
51244,575,"developer"
51272,9650,"publisher"
51272,11537,"developer"
51299,1777,"publisher"
51299,1777,"developer"
51301,6333,"publisher"
51301,6333,"developer"
51327,6333,"publisher"
51327,6333,"developer"
51338,7585,"publisher"
51338,2933,"developer"
51339,485,"publisher"
51339,1254,"developer"
51340,485,"publisher"
51340,485,"developer"
